age,annual_income,monthly_debt,property_price,deposit_amount,requested_loan,mortgage_term_years,ltv,max_borrow_amount,risk_band,approved
30,26966,609,169476,31170,138306,25,81.6,107496,Medium,1
63,47100,83,217335,53938,163397,30,75.2,200883,Low,1
46,17710,129,148247,28623,119624,20,80.7,70851,Medium,0
23,61874,606,370888,105188,265700,25,71.6,253827,Low,1
65,24437,188,120000,9501,110499,20,92.1,99796,Medium,0
31,14000,86,221167,47365,173802,25,78.6,58250,Medium,0
73,43937,814,139931,9732,130199,35,93.0,203724,Low,1
21,20679,1326,178164,65349,112815,20,63.3,78164,High,0
38,56359,232,248480,29815,218665,25,88.0,236093,Low,1
22,16987,1362,226229,29052,197177,20,87.2,63258,High,0
65,25379,710,176451,31330,145121,15,82.2,120693,Medium,1
60,57050,627,264558,91787,172771,25,65.3,208833,Low,1
23,34691,530,268317,20665,247652,20,92.3,148524,High,0
19,59927,723,139656,14340,125316,25,89.7,280980,Low,1
58,50806,891,209155,19423,189732,15,90.7,172301,Medium,0
41,43940,1002,171381,11434,159947,25,93.3,165389,Medium,1
47,60334,492,152499,11592,140907,25,92.4,181241,Low,1
23,22320,275,177643,39813,137830,30,77.6,108122,Medium,0
66,20814,1039,263957,69568,194389,25,73.6,80711,High,0
56,39240,261,172102,42414,129688,30,75.4,203993,Low,1
18,37049,688,194498,53573,140925,25,72.5,183568,Low,1
43,36800,350,219963,31990,187973,35,85.5,153332,Medium,0
54,35418,1618,185337,69344,115993,35,62.6,105619,Medium,1
65,39599,582,269747,57864,211883,30,78.5,170811,Medium,1
29,91123,541,147756,30918,116838,30,79.1,490188,Low,1
69,65280,241,158446,31657,126789,20,80.0,321078,Low,1
50,35025,232,176956,61358,115598,25,65.3,129986,Low,1
33,18131,481,162237,54105,108132,25,66.7,86560,Low,1
58,29289,135,209014,16154,192860,30,92.3,132781,High,0
64,53225,802,120000,34267,85733,15,71.4,273250,Low,1
67,34490,110,281865,26483,255382,30,90.6,156770,High,0
37,26063,1178,232621,34923,197698,30,85.0,86556,High,0
53,23138,105,120000,40302,79698,20,66.4,94799,Low,1
51,35174,888,177000,17451,159549,15,90.1,110909,High,0
62,38523,582,171782,39241,132541,25,77.2,182666,Low,1
68,61232,600,349131,99161,249970,20,71.6,221560,Low,1
60,59477,271,235652,18730,216922,25,92.1,278024,Low,1
68,41906,590,231489,59045,172444,30,74.5,150096,Medium,0
39,62351,229,167340,49614,117726,25,70.4,275656,Low,1
64,14674,310,263508,73529,189979,35,72.1,63288,High,0
29,41781,409,174852,43320,131532,25,75.2,204603,Low,1
46,37842,198,211120,33127,177993,20,84.3,205638,Low,1
74,31447,234,254487,84073,170414,30,67.0,156001,Low,1
21,71048,1166,324346,56819,267527,35,82.5,274204,Medium,0
18,33787,504,281956,45083,236873,35,84.0,158034,Medium,0
27,17829,1069,235236,48717,186519,20,79.3,76066,High,0
18,25235,538,139475,17447,122028,25,87.5,96250,Medium,0
56,57233,336,336015,56425,279590,20,83.2,199576,Medium,1
20,35641,460,232916,71463,161453,30,69.3,147624,Low,1
33,50780,153,252853,41072,211781,25,83.8,194936,Low,1
21,18394,987,362870,41044,321826,30,88.7,83366,High,0
47,26460,740,234568,68809,165759,25,70.7,115897,Medium,1
56,38801,195,150430,18448,131982,30,87.7,169200,Low,1
64,36028,1324,130757,16351,114406,30,87.5,124462,High,0
73,73338,355,250395,51807,198588,25,79.3,336443,Low,1
71,46057,378,160616,49210,111406,20,69.4,194921,Low,1
68,45379,747,181431,30908,150523,30,83.0,173167,Medium,0
34,37987,335,199568,16936,182632,35,91.5,176458,Medium,0
21,24593,977,266559,55994,210565,30,79.0,93488,High,0
21,14754,306,162219,46881,115338,25,71.1,55098,Medium,0
44,29214,464,341470,68332,273138,30,80.0,138763,Medium,0
65,42102,7,253924,41400,212524,30,83.7,181037,Medium,1
21,18800,952,275988,73731,202257,35,73.3,77779,High,0
38,53002,193,154183,18547,135636,20,88.0,232851,Low,1
69,54667,91,205496,22800,182696,20,88.9,289126,Low,1
73,52789,764,246661,19307,227354,30,92.2,206451,High,0
65,32833,1194,132806,18708,114098,25,85.9,112740,High,0
39,24707,425,292544,66303,226241,30,77.3,119860,Medium,1
38,62320,846,156286,24661,131625,25,84.2,281265,Low,1
71,36022,1365,122691,19211,103480,35,84.3,136768,Medium,1
67,60344,267,158593,13773,144820,30,91.3,265499,Low,1
50,62752,336,153571,43540,110031,25,71.6,268520,Low,1
18,28595,130,120000,38727,81273,30,67.7,146029,Low,1
63,37200,892,221840,78265,143575,20,64.7,153507,Low,1
73,61931,857,313638,39003,274635,20,87.6,324892,Low,1
29,32054,699,210896,18645,192251,25,91.2,107712,High,0
74,44634,70,176000,21108,154892,30,88.0,179792,Low,1
36,29990,1046,120000,35879,84121,25,70.1,128563,Low,1
69,27935,0,181317,38456,142861,30,78.8,136078,Low,1
22,41848,257,322449,78439,244010,30,75.7,180779,Low,0
21,31279,319,187787,31225,156562,25,83.4,167958,Low,1
75,21297,190,134579,15809,118770,30,88.3,90502,High,0
21,59578,753,239144,46499,192645,30,80.6,213316,Low,1
18,31982,1174,272863,66900,205963,20,75.5,156874,Medium,0
20,21159,904,164357,23253,141104,20,85.9,79788,High,0
25,33226,373,253467,70368,183099,25,72.2,178302,Low,1
30,27800,1344,300370,97243,203127,15,67.6,107180,High,0
43,35949,710,120000,22295,97705,25,81.4,151519,Low,1
23,49969,725,224394,48280,176114,30,78.5,206497,Low,1
70,72083,507,180498,30397,150101,25,83.2,247214,Low,1
32,39458,280,194397,21581,172816,30,88.9,141660,Medium,1
50,31402,532,226568,28949,197619,35,87.2,152608,High,0
54,34249,120,172782,21512,151270,35,87.5,190060,Low,1
26,37198,1246,198052,44064,153988,20,77.8,147938,Medium,1
55,42816,495,234139,46014,188125,30,80.3,174564,Medium,1
35,33671,896,166475,12134,154341,25,92.7,165209,Medium,1
48,57070,2372,335310,51211,284099,25,84.7,254767,High,1
34,32224,642,147477,24630,122847,30,83.3,150825,Low,0
50,48920,710,167095,37998,129097,30,77.3,205268,Low,1
60,44229,115,171960,22284,149676,30,87.0,158617,Low,1
35,134714,180,143031,47501,95530,30,66.8,559957,Low,1
66,44546,435,143719,17912,125807,15,87.5,152433,Low,1
28,34759,196,289011,35394,253617,30,87.8,169495,Medium,1
19,36103,1350,321491,96564,224927,30,70.0,155408,Medium,1
46,52845,881,381013,40105,340908,30,89.5,229105,High,0
74,45752,92,152995,20131,132864,30,86.8,231168,Low,1
36,39138,241,120000,39355,80645,20,67.2,179184,Low,1
40,28470,175,187114,32973,154141,35,82.4,120192,Medium,0
74,39232,396,300050,29629,270421,25,90.1,199205,High,0
53,42739,429,126664,40829,85835,30,67.8,215364,Low,1
52,41385,290,212215,57107,155108,25,73.1,191418,Low,1
52,39958,180,295653,66174,229479,30,77.6,134540,Medium,0
52,37889,422,214625,21700,192925,30,89.9,174195,Medium,0
41,39473,418,316009,63782,252227,25,79.8,181772,Medium,1
69,42738,801,160820,14242,146578,30,91.1,192231,Medium,1
36,19283,403,223987,17795,206192,30,92.1,91541,High,0
44,23884,622,124223,13844,110379,35,88.9,113997,High,0
39,45306,2,120000,10598,109402,20,91.2,208313,Low,1
53,37831,236,127806,15792,112014,30,87.6,173487,Low,1
18,44073,313,148236,23251,124985,20,84.3,189204,Low,1
21,35181,217,226994,63897,163097,15,71.9,105446,Low,1
45,37838,306,154654,9492,145162,30,93.9,183210,Low,1
49,34660,730,247358,58132,189226,35,76.5,144389,Medium,0
66,27443,409,154243,28102,126141,25,81.8,135031,Low,1
58,31339,437,181396,44306,137090,25,75.6,155282,Low,0
56,58587,1582,184735,35816,148919,25,80.6,274089,Low,1
58,33824,157,225217,32727,192490,25,85.5,169944,Medium,1
45,49856,357,122806,9560,113246,20,92.2,220223,Low,1
68,66944,216,280308,51542,228766,30,81.6,241234,Low,1
34,90307,580,378616,33861,344755,30,91.1,273744,Medium,1
22,15445,985,266721,80709,186012,25,69.7,48077,High,0
75,87180,985,242124,86250,155874,30,64.4,388329,Low,1
38,35188,98,122569,27334,95235,35,77.7,163416,Low,1
68,27963,70,120000,12776,107224,15,89.4,150437,Low,1
54,54536,1340,156743,25146,131597,25,84.0,258323,Low,1
61,40718,542,174199,38793,135406,20,77.7,217985,Low,1
74,28506,212,272648,61532,211116,25,77.4,112924,Medium,0
59,58816,802,432300,85959,346341,15,80.1,219718,Medium,0
20,41604,200,302760,27618,275142,20,90.9,177538,Medium,1
34,46307,262,123571,12908,110663,30,89.6,175949,Low,1
19,65900,826,227521,21725,205796,30,90.5,315328,Low,1
27,53362,429,180679,54567,126112,30,69.8,228003,Low,1
71,48256,629,269298,72770,196528,30,73.0,206534,Low,1
39,34455,677,241861,32947,208914,25,86.4,158138,Medium,1
49,52338,242,188002,38767,149235,25,79.4,240626,Low,1
31,36237,488,204359,58148,146211,25,71.5,140775,Low,1
30,67556,475,162093,67201,94892,20,58.5,302556,Low,1
62,18892,63,255316,15514,239802,20,93.9,71746,High,0
46,21565,513,149146,12173,136973,35,91.8,91397,High,0
21,35949,831,120000,31786,88214,25,73.5,123864,Low,1
37,37112,621,202945,46245,156700,30,77.2,186491,Low,1
63,37186,373,120000,13154,106846,30,89.0,167196,Low,1
56,33150,453,255963,29214,226749,25,88.6,131888,High,0
69,85290,273,391607,100673,290934,30,74.3,391231,Low,1
20,37630,345,131883,15371,116512,30,88.3,157853,Low,1
35,34665,14,301573,40073,261500,25,86.7,144010,Medium,0
33,26775,184,289778,22721,267057,30,92.2,107655,High,0
56,46699,175,261792,41538,220254,20,84.1,210679,Low,1
60,43261,386,284889,49299,235590,30,82.7,159797,Medium,1
55,38935,369,208522,16596,191926,25,92.0,168303,Medium,1
26,32831,338,219958,38120,181838,25,82.7,168406,Low,1
41,75595,222,165584,23066,142518,20,86.1,315852,Low,1
46,45687,516,160557,31223,129334,25,80.6,209318,Low,1
29,34147,910,218173,18826,199347,20,91.4,129967,High,0
73,40698,466,244862,68468,176394,30,72.0,164161,Low,1
47,37067,858,235189,42487,192702,20,81.9,122103,Medium,0
47,61675,755,337008,77638,259370,25,77.0,251301,Low,1
68,38529,382,152581,43438,109143,15,71.5,156959,Low,1
70,46492,96,174225,44432,129793,30,74.5,224622,Low,1
26,32579,346,235204,59618,175586,30,74.7,122158,Low,0
22,48476,1545,265894,31234,234660,25,88.3,168999,High,0
24,14000,93,379147,63435,315712,30,83.3,67389,High,0
20,56714,378,342771,91298,251473,25,73.4,252887,Low,1
57,25165,641,215540,53988,161552,30,75.0,88912,High,0
35,36287,432,288377,31860,256517,35,89.0,162090,High,0
34,74360,134,184935,36785,148150,20,80.1,363070,Low,1
45,15036,847,168476,32505,135971,20,80.7,67680,High,0
68,35557,140,140303,10511,129792,30,92.5,150952,Low,1
66,62481,816,143728,23852,119876,15,83.4,253694,Low,1
40,41205,644,304678,35037,269641,30,88.5,130267,High,0
74,56496,272,232514,36422,196092,30,84.3,245605,Low,1
30,40389,714,138936,17700,121236,25,87.3,165590,Low,1
44,66200,696,176641,38431,138210,30,78.2,298335,Low,1
61,68425,627,126618,17182,109436,30,86.4,296695,Low,1
48,34702,331,341173,80000,261173,30,76.6,148533,Medium,1
75,36482,1335,147928,33600,114328,20,77.3,141805,Medium,1
25,17151,405,141045,27571,113474,20,80.5,78120,Medium,1
64,38822,345,173538,26673,146865,25,84.6,147751,Medium,0
45,41499,169,228694,26413,202281,35,88.5,223131,Medium,1
72,35257,344,120000,23185,96815,15,80.7,147030,Low,1
49,38884,820,136635,26000,110635,30,81.0,175419,Low,1
48,38629,1153,168394,28192,140202,20,83.3,114618,Medium,0
63,38354,557,239792,19785,220007,30,91.7,163485,High,0
55,26786,9,248920,50579,198341,30,79.7,109572,Medium,0
53,24645,223,225827,22632,203195,25,90.0,88680,High,1
24,32414,734,256004,34722,221282,25,86.4,136891,High,0
51,43849,96,146051,22311,123740,30,84.7,171317,Low,1
18,18275,24,171837,28462,143375,30,83.4,65215,Medium,0
46,38556,189,250969,39036,211933,20,84.4,199709,Low,1
32,42696,875,127647,10835,116812,30,91.5,182180,Low,1
51,49244,278,222301,63288,159013,20,71.5,208064,Low,1
22,48307,127,175216,17041,158175,30,90.3,268977,Low,1
51,30324,665,166183,20818,145365,20,87.5,111357,Medium,0
63,35481,245,291144,128371,162773,15,55.9,132405,Low,0
38,34792,656,213497,22056,191441,20,89.7,154478,Medium,0
31,81426,193,158695,25021,133674,25,84.2,334635,Low,1
23,21456,134,269673,25129,244544,30,90.7,101117,High,0
18,30116,848,172274,15636,156638,20,90.9,121344,High,1
28,51956,282,191002,52790,138212,30,72.4,229018,Low,1
22,14000,203,120000,14208,105792,30,88.2,49921,High,0
67,39258,976,256195,76216,179979,20,70.3,186026,Low,1
56,26696,460,128066,20202,107864,30,84.2,110434,Medium,1
51,63161,179,208443,25654,182789,25,87.7,262565,Low,1
35,61029,346,176094,49424,126670,20,71.9,247228,Low,1
23,14000,663,267887,26809,241078,15,90.0,54924,High,0
58,32605,510,184198,20180,164018,35,89.0,139009,High,0
20,40523,650,120000,11533,108467,20,90.4,107069,Medium,1
60,64900,971,386381,51255,335126,30,86.7,214866,High,0
68,33530,214,180238,42579,137659,35,76.4,147051,Low,1
72,46945,421,120000,24376,95624,35,79.7,241440,Low,1
46,108810,194,172140,31262,140878,25,81.8,544648,Low,1
74,45248,632,201192,71566,129626,15,64.4,176215,Low,1
31,18424,543,135006,15848,119158,15,88.3,66143,High,0
61,56570,323,208002,31756,176246,25,84.7,216046,Low,1
49,19038,215,224075,57732,166343,25,74.2,74513,Medium,1
20,31210,165,253189,29797,223392,25,88.2,130890,Medium,0
31,60149,12,150273,18134,132139,35,87.9,285906,Low,1
65,87607,1036,192015,23355,168660,30,87.8,442871,Low,1
38,51928,229,160471,13995,146476,15,91.3,274820,Low,1
48,26096,517,258751,21519,237232,25,91.7,89792,High,0
38,57572,1327,137665,16108,121557,25,88.3,277685,Low,1
22,33614,2274,331854,97863,233991,35,70.5,98143,High,0
62,33490,111,172995,21441,151554,25,87.6,125635,Medium,0
59,27971,419,206345,25999,180346,25,87.4,139988,High,0
34,44055,1176,259112,24143,234969,30,90.7,217333,High,0
50,36270,552,225292,42313,182979,20,81.2,135186,Medium,0
70,78815,1007,215192,33080,182112,30,84.6,376688,Low,1
64,91484,595,254016,31792,222224,25,87.5,378242,Low,1
66,36671,106,257420,39858,217562,25,84.5,177629,Medium,1
71,31609,443,139049,12650,126399,25,90.9,137589,Medium,0
21,43255,658,162407,29072,133335,20,82.1,199183,Low,1
48,33403,753,239319,14792,224527,20,93.8,148735,High,0
52,52361,652,267365,30732,236633,25,88.5,229965,Medium,1
64,38549,326,146359,28915,117444,25,80.2,148460,Low,1
18,19619,317,158526,28909,129617,30,81.8,85360,Medium,0
68,56339,113,214782,27032,187750,30,87.4,298603,Low,1
56,21399,197,176168,31869,144299,30,81.9,92024,Medium,0
43,71381,132,235901,18919,216982,20,92.0,276114,Low,1
68,24413,243,161059,16633,144426,25,89.7,105806,High,0
31,25465,809,314972,63816,251156,25,79.7,107675,High,0
22,53235,497,286920,65278,221642,25,77.2,207269,Low,1
24,24943,292,125112,33574,91538,25,73.2,119767,Low,1
45,43150,130,259148,21465,237683,20,91.7,183560,Medium,0
41,40099,726,278783,60739,218044,30,78.2,107299,High,0
20,41287,957,155065,51194,103871,25,67.0,183382,Low,1
75,61242,425,189259,24342,164917,25,87.1,275154,Low,1
67,35597,200,148047,24979,123068,30,83.1,158670,Low,1
58,18956,1185,164653,11418,153235,30,93.1,72746,High,0
68,23112,871,188119,37741,150378,15,79.9,106975,High,1
45,31086,552,257327,27660,229667,20,89.3,145025,High,0
70,54673,989,226314,25671,200643,15,88.7,267686,Low,1
27,31482,1066,182669,39170,143499,25,78.6,141343,Medium,1
68,20791,715,214160,14209,199951,20,93.4,100825,High,0
54,31035,232,185593,28945,156648,30,84.4,124650,Medium,1
21,33914,330,268885,108135,160750,30,59.8,127122,Low,1
68,36180,96,137622,29574,108048,20,78.5,182893,Low,1
67,31286,430,148769,49341,99428,20,66.8,105685,Low,1
24,31308,353,254858,55230,199628,20,78.3,104794,Medium,0
20,19610,305,147476,28603,118873,25,80.6,89442,Medium,1
53,35758,660,261193,47356,213837,20,81.9,152865,Medium,0
33,19099,722,271762,71332,200430,30,73.8,77184,High,0
31,42398,755,186682,33675,153007,20,82.0,186464,Low,1
22,31549,418,120000,14470,105530,25,87.9,116176,Low,1
29,53452,78,149522,23840,125682,35,84.1,242661,Low,1
73,37670,240,120000,7863,112137,15,93.4,203610,Low,1
24,49756,82,278073,88498,189575,15,68.2,201324,Low,0
24,26136,81,266238,84530,181708,20,68.3,143678,Low,1
21,31660,597,137736,16903,120833,15,87.7,149180,Low,1
52,44580,257,207364,29368,177996,15,85.8,178448,Low,1
35,21098,81,198420,62314,136106,15,68.6,89465,Low,1
19,17796,0,173001,28798,144203,25,83.4,79052,Medium,0
47,81121,461,261325,61616,199709,30,76.4,359859,Low,1
24,32869,127,311309,68566,242743,35,78.0,168009,Medium,1
48,28391,532,234318,36330,197988,20,84.5,110807,High,0
25,69771,105,120000,22341,97659,25,81.4,245715,Low,1
54,34293,105,192424,20798,171626,25,89.2,147129,Medium,0
53,35177,648,324651,70152,254499,20,78.4,148796,Medium,1
46,45731,381,153309,50783,102526,20,66.9,211460,Low,1
20,24856,283,243997,25479,218518,30,89.6,110015,High,0
24,26357,118,125223,32235,92988,25,74.3,109091,Low,1
18,18188,414,241001,39146,201855,20,83.8,79550,High,0
26,53700,686,121299,20330,100969,25,83.2,242987,Low,1
44,49636,131,351897,49938,301959,25,85.8,207163,Medium,1
41,30148,232,233124,45163,187961,30,80.6,116948,Medium,0
57,32756,656,250757,28299,222458,30,88.7,148114,High,0
57,20184,302,186990,41751,145239,30,77.7,102095,Medium,1
30,19045,747,121786,16191,105595,30,86.7,81494,High,0
19,67013,42,158334,36289,122045,30,77.1,330323,Low,1
32,32290,179,216925,53496,163429,25,75.3,145728,Low,1
70,52099,138,165063,20197,144866,30,87.8,272507,Low,1
24,48401,296,122882,19024,103858,25,84.5,226247,Low,1
55,43453,427,199808,17151,182657,20,91.4,226699,Low,1
23,68272,104,231512,54794,176718,20,76.3,300137,Low,1
64,37284,65,260551,58990,201561,15,77.4,136332,Low,1
37,41446,283,175833,34941,140892,25,80.1,163385,Low,1
72,41826,246,165408,26955,138453,30,83.7,191030,Low,1
24,33988,390,227717,46118,181599,30,79.7,153088,Low,1
51,117707,613,306287,76303,229984,15,75.1,562750,Low,1
54,41050,797,221424,39297,182127,20,82.3,206456,Low,1
28,37044,720,142408,15827,126581,25,88.9,153127,Low,1
48,35590,447,191907,25172,166735,35,86.9,155384,Medium,1
21,26523,67,232015,49075,182940,30,78.8,103515,Medium,1
19,32097,453,244419,13905,230514,25,94.3,124377,High,0
48,31551,434,158158,20643,137515,20,86.9,120892,Medium,1
32,31760,634,192657,17847,174810,30,90.7,144379,High,0
23,42321,77,219433,19020,200413,30,91.3,180564,Medium,1
30,22855,468,167416,46108,121308,25,72.5,113518,Low,1
56,50204,307,319599,30708,288891,20,90.4,277471,Medium,0
68,46635,30,258510,86702,171808,30,66.5,219293,Low,1
34,39262,1077,156957,19070,137887,20,87.9,118885,Medium,1
47,46706,423,120000,18021,101979,20,85.0,222095,Low,1
48,30399,523,230319,54233,176086,35,76.5,120508,Medium,1
20,29390,446,178441,49032,129409,25,72.5,132624,Low,1
36,34600,119,120000,16232,103768,25,86.5,152691,Low,1
24,68348,466,295998,31508,264490,25,89.4,308756,Low,1
66,68413,778,179041,45858,133183,35,74.4,263298,Low,1
30,40780,626,160906,18079,142827,30,88.8,199712,Low,1
27,38515,970,173816,24736,149080,20,85.8,165136,Low,1
71,29219,1219,170006,25002,145004,25,85.3,153408,High,0
68,38302,547,283834,55410,228424,15,80.5,186474,Medium,1
48,28665,233,120000,9559,110441,25,92.0,120110,Low,1
49,54775,340,168217,32848,135369,35,80.5,303369,Low,1
47,23733,616,216215,37210,179005,30,82.8,99421,High,0
37,23963,1045,167945,34287,133658,25,79.6,115776,High,0
32,34443,187,172844,19560,153284,30,88.7,150998,Low,1
43,60911,268,225370,39396,185974,30,82.5,286931,Low,1
49,14000,363,196658,63366,133292,30,67.8,49393,High,0
73,47710,113,144282,24114,120168,35,83.3,187872,Low,1
20,25400,178,318531,78690,239841,30,75.3,98718,Medium,0
49,25623,181,143177,22741,120436,30,84.1,97120,Medium,0
65,34193,204,260584,44831,215753,25,82.8,149108,Medium,1
25,19118,231,182962,52400,130562,25,71.4,74913,Low,0
41,30096,381,177778,29998,147780,25,83.1,161505,Low,1
65,35747,360,232476,36954,195522,30,84.1,166109,Medium,1
69,31681,777,316490,25417,291073,15,92.0,167596,High,0
59,79303,135,260338,105814,154524,25,59.4,348366,Low,1
62,67821,1080,241411,27740,213671,15,88.5,347784,Low,1
28,50682,549,281752,51342,230410,25,81.8,236136,Low,1
58,40570,200,167703,23840,143863,25,85.8,123151,Medium,1
47,21727,231,224834,24070,200764,25,89.3,103556,High,0
18,27108,309,188853,30820,158033,25,83.7,88750,Medium,0
74,23963,622,167120,14378,152742,35,91.4,112940,High,1
33,66251,297,243413,102980,140433,30,57.7,342685,Low,1
64,46312,1777,120000,21197,98803,30,82.3,190690,Low,1
46,50443,257,321729,74839,246890,25,76.7,214971,Low,0
50,53446,1198,198181,53735,144446,25,72.9,239164,Low,1
24,53792,109,142988,23921,119067,25,83.3,185879,Low,1
74,80765,504,177909,22645,155264,30,87.3,414895,Low,1
28,38101,604,205584,42088,163496,30,79.5,165577,Low,1
57,61403,378,262736,55266,207470,35,79.0,290209,Low,1
64,29197,1593,120000,20565,99435,25,82.9,154676,Medium,1
