age,annual_income,monthly_debt,existing_cc_balance,total_cc_limit,requested_limit,predicted_limit,approved
19,24840,158,13569,24664,3175,2538,1
73,35360,710,2534,31236,4951,5509,1
36,21358,12,5807,15198,3668,4525,1
41,32148,71,6615,12378,6180,4216,1
53,45054,638,5864,8949,3089,6988,1
18,34155,317,783,12674,5740,5605,1
75,63992,337,6618,25369,6507,10495,1
52,57146,12,5087,9078,9109,9686,1
56,38446,1072,298,6292,2199,6681,0
20,44335,163,11180,29043,4683,7289,1
18,41292,1096,5307,7408,14016,6110,1
33,21052,124,6316,9843,13779,2234,1
46,26180,459,9700,18217,10048,3312,0
59,57051,618,7001,18150,6691,8611,1
57,17254,291,0,0,15023,3523,1
29,84567,388,1130,20324,20238,14827,1
20,37913,102,307,4228,5550,6197,0
51,21777,151,518,5091,8713,4085,1
55,28000,266,3473,14301,12518,4324,0
71,28926,750,3795,44638,6320,4508,0
62,52995,100,1180,9136,5842,10857,0
62,39257,441,5607,10656,19054,6550,1
71,16626,556,12108,36505,12170,672,1
49,23754,614,4641,10119,9962,4295,1
63,27986,387,4228,14428,6511,4075,0
71,33550,157,1403,8342,5614,5798,0
18,35754,285,1780,6731,12931,6123,1
64,65852,301,907,6213,7118,10981,1
68,38926,342,3318,5556,6560,6456,1
52,40078,359,0,0,23230,7077,0
27,20405,182,3197,7470,15250,3315,1
61,21687,109,0,0,10177,5050,0
42,41503,346,0,0,19725,7599,1
63,29093,30,2823,18463,13440,5757,1
57,21062,737,2418,28438,4142,2400,0
72,47191,883,270,2739,3574,8078,0
18,24843,345,752,2833,4930,5607,1
49,12000,409,6171,12496,4096,997,1
23,31453,205,0,0,5982,6330,1
46,40284,901,5432,12729,9891,6038,1
27,18599,249,1627,12244,15196,3643,1
72,28475,431,5869,27158,6007,4579,1
46,45320,430,2295,15309,5235,7775,1
22,22444,382,0,0,9407,3403,0
29,18067,409,25551,61344,3446,200,1
27,16264,322,6204,7512,7507,2017,0
49,24257,263,0,0,5461,4318,0
53,32327,1128,2314,15078,5163,4093,0
26,30121,383,5299,17271,3872,4697,1
68,26747,138,5161,20620,7870,4055,1
64,28215,171,0,0,7108,4759,1
68,41482,270,2239,13763,8009,7757,1
19,15110,191,3207,7474,6923,2370,1
54,43870,416,0,0,3830,7539,1
56,26186,236,5196,13705,9872,4413,1
68,37846,774,8697,9871,5575,5842,0
73,43228,738,8482,15174,11897,5031,0
28,14809,404,3574,8225,13934,1837,1
54,29260,426,0,0,6409,4650,0
24,17996,460,2263,13479,5278,2913,0
62,49761,19,22418,25251,17646,6431,0
28,23427,973,3968,7718,11897,3173,1
21,33891,317,4599,11721,6489,3923,0
41,30457,441,219,11962,9121,5525,0
63,35566,373,957,6159,6322,5496,1
74,28822,788,0,0,9663,3802,1
32,20272,323,4863,13322,3672,2042,0
31,37815,356,2228,6618,6376,6061,1
18,27903,1496,9138,23934,8746,1788,0
25,35412,220,2827,22540,7060,6287,1
57,35822,602,1417,9007,14535,5801,1
68,20557,443,1537,21581,2932,3556,1
33,61761,96,20765,34792,6631,8317,1
28,24462,157,2004,16186,3330,4443,1
50,41060,245,8132,14305,3235,5622,1
40,72771,299,4178,22672,9926,12257,1
44,18916,422,3842,12326,2819,2269,1
43,25235,67,0,0,14243,4520,1
57,48162,574,3256,15372,16160,6849,1
21,18282,413,4711,9803,7474,4016,0
25,53634,225,1519,9315,6584,10362,1
27,34189,141,3979,17752,8232,5768,1
44,17947,36,14264,24797,15529,2515,1
62,14813,696,12942,30064,9515,200,0
75,28743,61,3061,9216,8624,5873,1
43,13752,156,16954,33368,7124,200,1
35,42940,819,0,0,15633,7143,1
36,22795,1107,10101,18042,12649,2257,1
67,32576,328,6999,13231,6301,4515,1
69,42500,406,2853,21766,8929,6898,1
73,36836,747,4642,12549,8612,6565,1
22,26238,116,6184,23794,5861,3561,0
49,43070,409,3457,43660,15360,6338,1
58,34809,746,3874,12534,4966,5999,0
23,25278,544,11421,23135,7679,3188,1
62,26104,629,7375,16278,17926,3066,1
29,25508,137,2525,10878,4479,4338,0
21,25628,68,4156,7687,10425,4917,1
18,22131,227,7396,12821,5544,2355,1
57,26563,83,3859,7599,12340,5027,1
18,38145,208,3668,7420,4606,6165,1
62,32863,211,525,6298,7341,6369,1
41,17529,425,0,0,3421,1413,0
46,48323,231,10585,32768,5727,8407,1
32,51749,193,1842,9936,7829,7840,1
69,29281,356,0,0,14556,6639,1
72,23784,640,2038,15039,8218,3053,1
51,14481,286,3052,13754,4448,1430,0
51,55745,406,1209,15698,11097,9616,0
64,35985,209,0,0,8181,5370,0
57,25529,634,2039,11171,6306,4151,1
24,34135,360,13033,36682,25079,4340,0
58,28634,1027,9854,30531,8464,2490,1
22,57799,29,1043,9415,7301,9769,1
51,36828,592,0,0,4996,6385,0
22,32309,92,0,0,7205,5419,1
25,31851,684,8077,21269,5429,3226,0
45,24675,787,2375,9303,2663,3452,0
54,21350,277,7602,19007,9425,2296,1
71,12000,465,448,6489,14925,209,1
35,26809,563,0,0,6728,6036,0
37,27871,121,0,0,5764,4290,1
72,13267,351,14834,31887,8744,1268,1
27,51822,75,2864,3807,10915,9074,1
29,27366,1668,363,2709,2616,3626,1
40,50073,457,4083,12246,10388,7442,0
56,41294,74,973,10371,6419,7717,1
28,29219,868,1930,5396,6693,3588,1
48,49146,646,0,0,16999,8155,1
36,17904,160,6804,19120,7902,2895,0
27,28992,278,6267,12710,11241,3790,0
19,45030,77,4836,23375,2063,7700,1
50,29340,205,4195,6449,22845,3986,1
69,34338,561,4873,18300,11178,6648,1
21,39686,496,4649,16288,6948,6568,0
31,21337,280,0,0,12304,3760,1
25,114814,362,821,4369,3919,20907,1
38,30448,147,14925,29225,17681,4783,0
67,77216,713,6934,17894,4519,13543,0
66,17751,181,2118,8676,5061,2858,1
63,31012,703,3085,13323,22151,5471,0
67,23379,306,666,6939,8698,3216,0
19,50122,669,0,0,3431,9180,1
74,70000,713,12458,26825,4861,10652,1
37,29468,765,2808,6276,12341,4855,1
70,16022,605,8505,17767,3609,1962,0
70,24961,307,844,9748,20419,3041,0
32,30819,284,15992,25567,8167,3533,0
42,45193,203,0,0,17243,8278,1
28,43026,401,1467,10334,8820,6925,0
27,44960,86,4390,12795,10644,8560,1
29,31209,380,1969,11897,10104,5789,1
21,50883,688,1745,18246,9790,6681,1
25,34789,874,2883,7533,13704,4510,0
31,27025,293,1044,6006,5225,5541,1
64,45753,634,5983,30602,9201,6514,1
52,21773,181,1598,5472,3661,3388,1
38,34841,378,8666,25724,17771,3898,1
35,32945,177,21476,43180,7802,3517,0
20,25440,379,5106,13647,11436,3618,0
38,49382,392,603,25448,5537,8673,0
50,45190,425,1036,18342,6381,7866,1
68,18256,171,5742,15551,3395,2696,0
43,37896,908,2314,10067,6224,5109,0
32,22320,236,4562,11586,11520,2229,1
69,24305,351,0,0,28362,3674,1
73,21518,293,3536,14976,17199,2603,0
39,35447,769,0,0,5655,7125,1
40,43623,260,2634,7065,9791,8019,1
26,28876,334,0,0,4929,4840,1
74,45485,179,2408,19066,7830,7504,1
71,40168,143,8534,17049,7630,7108,1
59,41720,316,6133,14393,26385,6177,1
57,23036,44,2146,9898,2116,4639,1
63,32853,50,17354,25236,8129,4617,0
40,30981,343,2998,9353,15314,4174,0
33,15121,860,19,20208,6341,1330,1
32,35252,732,0,0,13225,6171,1
51,25380,124,0,0,16651,5177,1
67,26833,216,2036,6835,7307,5825,0
27,59821,519,5935,12054,8718,9371,1
72,54200,231,0,0,10468,9839,1
22,22048,238,1265,21600,20958,2140,1
58,33688,157,9694,22629,6909,4362,0
63,50483,366,3923,10919,9467,8472,1
27,49898,1304,10730,14745,5875,7105,1
34,30448,834,6005,20716,10755,3747,0
41,27888,572,0,0,4687,3971,0
73,26165,794,1258,8662,13029,4246,0
56,42137,476,7311,16945,7503,6801,1
41,42294,162,549,19033,3907,8566,1
29,37795,1047,5926,12691,3101,5204,1
26,48925,589,0,0,13926,8624,1
29,44917,516,964,3167,9664,6999,1
48,46610,754,4007,6849,12183,8068,0
57,57133,55,5993,34750,25426,10381,1
35,12000,199,7348,13805,4673,1129,1
74,56466,193,5927,17702,17382,9417,0
34,51055,166,1822,5915,9343,9367,1
30,33072,423,6030,14802,14845,5159,1
40,28512,325,8144,37778,5541,3377,0
61,26129,832,4267,10772,7097,3961,0
74,36870,193,2593,9807,6900,4621,1
47,27134,346,619,7811,10050,5533,0
41,55186,728,3139,30019,11004,9131,0
36,21002,289,2381,11227,6363,3628,1
21,16054,109,3621,19126,16149,3935,1
57,26923,225,4205,18718,9826,4313,1
47,47976,547,8814,19699,4285,7444,1
22,33114,210,0,0,4041,6034,1
38,26410,601,20739,52826,18397,1465,1
37,34664,358,2767,15601,5726,6033,1
30,20717,421,7135,17219,8469,2409,0
57,38647,578,2281,12044,3846,5884,1
40,24107,248,305,11365,10908,3918,0
62,12008,370,2757,15476,2878,1981,1
26,26819,220,4510,15060,3545,4240,1
30,12000,371,5343,16139,18502,1897,0
20,18422,410,5593,12617,3772,2153,1
26,28327,795,6150,8808,3767,4739,1
23,40601,90,0,0,7557,7259,0
26,36800,369,0,0,9466,6932,1
23,42963,323,4378,12645,35000,7448,1
68,26437,288,1174,15924,11112,5012,0
18,22655,340,0,0,6727,4864,1
41,65381,410,11125,33443,8363,8727,1
62,32989,88,3211,34497,4723,5097,1
73,29473,648,3667,12745,4566,4632,1
62,39303,284,1376,11719,12051,6754,1
45,43880,248,0,0,5672,7313,1
32,48727,468,4075,24987,12265,8545,1
51,25802,83,19022,25957,5344,2407,0
33,41227,1052,532,7833,10236,7251,0
50,14713,156,5928,17442,4487,2084,0
31,17008,96,2814,6563,5514,2417,1
46,25331,300,922,8091,10792,4117,1
61,20723,929,2121,13291,8597,2572,0
27,12000,14,0,0,5562,2477,1
71,65102,148,14501,29554,5364,9973,1
19,41140,247,0,0,11209,7475,0
23,35472,402,0,0,5044,6549,1
47,37545,546,6565,22418,28282,5630,1
59,20839,817,7962,41308,13341,1710,1
62,84553,215,1265,6866,3400,16628,1
69,46184,242,0,0,5671,8863,1
19,24750,60,0,0,7681,4134,0
46,14144,607,410,10375,4646,523,0
33,53791,219,851,3721,3887,9715,1
54,46352,797,1782,5249,4292,7483,0
35,23620,274,5478,22374,6393,3646,0
42,28994,51,2298,7799,10030,5120,0
75,27219,693,11001,28232,7669,2969,1
47,32633,133,998,9982,13158,6209,1
